flow_id,t_start,recv_Mb
1641,60,10.0
1642,60,10.0
1643,60,10.0
1644,60,10.0
1645,60,10.0
1646,60,10.0
1647,60,10.0
1648,60,10.0
1649,60,10.0
1650,60,10.0
1651,60,10.0
1652,60,10.0
1653,60,10.0
1654,60,10.0
1655,60,10.0
1656,60,10.0
1657,60,10.0
1658,60,10.0
1659,60,10.0
1660,60,10.0
1661,60,10.0
1662,60,10.0
1663,60,10.0
1664,60,10.0
1665,60,10.0
1666,60,10.0
1667,60,10.0
1668,60,10.0
1669,60,10.0
1670,60,10.0
1671,60,10.0
1672,60,10.0
1673,60,10.0
1674,60,10.0
1675,60,10.0
1676,60,10.0
1677,60,10.0
1678,60,10.0
1679,60,10.0
1680,60,10.0
1681,60,10.0
1682,60,10.0
1683,60,10.0
1684,60,10.0
1685,60,10.0
1686,60,10.0
1687,60,10.0
1688,60,10.0
1689,60,10.0
1690,60,10.0
1691,60,10.0
1692,60,10.0
1693,60,10.0
1694,60,10.0
1695,60,10.0
1696,60,10.0
1697,60,10.0
1698,60,10.0
1699,60,10.0
1700,60,10.0
1701,60,10.0
1702,60,10.0
1703,60,10.0
1704,60,10.0
1705,60,10.0
1706,60,10.0
1707,60,10.0
1708,60,10.0
1709,60,10.0
1710,60,10.0
1711,60,10.0
1712,60,10.0
1713,60,10.0
1714,60,10.0
1715,60,10.0
1716,60,10.0
1717,60,10.0
1718,60,10.0
1719,60,10.0
1720,60,10.0
1721,60,10.0
1722,60,10.0
1723,60,10.0
1724,60,9.657767211885272
1725,60,10.0
1726,60,10.0
1727,60,9.828883605942636
1728,60,10.0
1729,60,10.0
1730,60,10.0
1731,60,10.0
1732,60,10.0
1733,60,10.0
1734,60,10.0
1735,60,10.0
1736,60,10.0
1737,60,10.0
1738,60,10.0
1739,60,10.0
1740,60,10.0
1741,60,10.0
1742,60,10.0
1743,60,10.0
1744,60,10.0
1745,60,10.0
1746,60,10.0
1747,60,10.0
1748,60,10.0
1749,60,10.0
1750,60,10.0
1751,60,10.0
1752,60,10.0
1753,60,10.0
1754,60,9.600000000000001
1755,60,10.0
1756,60,10.0
1757,60,9.200000000000001
1758,60,10.0
1759,60,10.0
1760,60,10.0
1761,60,10.0
1762,60,10.0
1763,60,10.0
1764,60,10.0
1765,60,10.0
1766,60,10.0
1767,60,10.0
1768,60,10.0
1769,60,10.0
1770,60,10.0
1771,60,10.0
1772,60,10.0
1773,60,10.0
1774,60,10.0
1775,60,10.0
1776,60,10.0
1777,60,10.0
1778,60,10.0
1779,60,10.0
1780,60,10.0
1781,60,10.0
1782,60,10.0
1783,60,10.0
1784,60,9.600000000000001
1785,60,10.0
1786,60,10.0
1787,60,9.199999999999994
1788,60,10.0
1789,60,10.0
1790,60,10.0
1791,60,10.0
1792,60,10.0
1793,60,10.0
1794,60,10.0
1795,60,10.0
1796,60,10.0
1797,60,10.0
1798,60,10.0
1799,60,10.0
